#SLFR RTP Motor_Comp_w_accel_fb
#Gth num=[ 18.32547182 -17.20911971]
#Gth den=[ 1.         -0.77672958]
#Ga num=[ 0.00045097  0.00045152 -0.00044989 -0.00045043]
#Ga den=[ 1.         -2.9289362   2.85853684 -0.92960052]
#t	n	u	v	$\theta$	a	$\hat{\theta}_d$
1	500	200	1.609064309	200	-0.96	200.294596
1.002	501	200	1.730061091	200	-1.96	200.3028566
1.004	502	200	1.875041944	200	0.04	200.313397
1.006	503	200	2.029920668	200	-0.96	200.3256018
1.008	504	200	2.175568456	200	-0.96	200.3384464
1.01	505	200	2.313806334	200	-0.96	200.3518787
1.012	506	200	2.454314923	200	-0.96	200.3663008
1.014	507	200	2.59627713	200	0.04	200.3816356
1.016	508	200	2.730796256	200	-0.96	200.3973597
1.018	509	200	2.851038183	200	-0.96	200.4129857
1.02	510	200	2.968299153	200	0.04	200.4289622
1.022	511	200	3.083016715	200	1.04	200.4452552
1.024	512	200	3.170739768	200	1.04	200.4604804
1.026	513	200	3.212700085	200	1.04	200.4733496
1.028	514	200	3.211071035	200	1.04	200.4835675
1.03	515	200	3.175878676	200	0.04	200.4913115
1.032	516	200	3.123174104	200	1.04	200.4971994
1.034	517	200	3.065349894	200	0.04	200.5018071
1.036	518	200	3.003692864	200	0.04	200.5052205
1.038	519	200	2.947466455	200	0.04	200.5079711
1.04	520	200	2.903791511	200	0.04	200.5105539
1.042	521	200	2.869860654	200	0.04	200.5129791
1.044	522	200	2.843493496	200	0.04	200.5152558
1.046	523	200	2.822996644	200	-0.96	200.517393
1.048	524	200	2.815319269	200	-0.96	200.5198498
1.05	525	200	2.834049579	200	-0.96	200.5235044
1.052	526	200	2.881330353	200	-0.96	200.5287225
1.054	527	200	2.950489009	200	-0.96	200.5353927
1.056	528	200	3.036344443	200	-0.96	200.5434102
1.058	529	200	3.1348741	200	-0.96	200.552677
1.06	530	200	3.242955372	200	-0.96	200.563101
1.062	531	200	3.358164728	200	-0.96	200.5745957
1.064	532	200	3.478621689	200	-0.96	200.5870802
1.066	533	200	3.602867629	200	0.04	200.6004786
1.068	534	200	3.721507324	200	-0.96	200.6142686
1.07	535	200	3.827319204	200	0.04	200.6279639
1.072	536	200	3.923034027	200	0.04	200.6415632
1.074	537	200	4.002509943	200	0.04	200.6546141
1.076	538	200	4.061051679	200	0.04	200.6666958
1.078	539	200	4.103351496	200	1.04	200.6778685
1.08	540	200	4.124790306	200	1.04	200.6877376
1.082	541	200	4.113590464	200	1.04	200.6954857
1.084	542	200	4.069016159	200	1.04	200.7008041
1.086	543	200	3.998833408	200	1.04	200.703858
1.088	544	200	3.90907316	200	1.04	200.7048024
1.09	545	200	3.80441857	200	1.04	200.703783
1.092	546	200	3.6885058	200	1.04	200.7009362
1.094	547	200	3.56415768	200	0.04	200.6963903
1.096	548	200	3.441829519	200	0.04	200.6907166
1.098	549	200	3.337831013	200	0.04	200.6848983
1.1	550	200	3.2564169	200	0.04	200.6793998
1.102	551	200	3.19255305	200	0.04	200.674202
1.104	552	200	3.142328959	200	0.04	200.6692871
1.106	553	200	3.102706901	200	-0.96	200.6646382
1.108	554	200	3.079591391	200	-0.96	200.6606905
1.11	555	200	3.08575877	200	-0.96	200.6582996
1.112	556	200	3.122720793	200	-0.96	200.65781
1.114	557	200	3.183314342	200	-0.96	200.65909
1.116	558	200	3.261976915	200	-0.96	200.6620163
1.118	559	200	3.354389356	200	0.04	200.6664731
1.12	560	200	3.448934023	200	0.04	200.6719006
1.122	561	200	3.528398298	200	0.04	200.6773265
1.124	562	200	3.587826004	200	0.04	200.6822966
1.126	563	200	3.631706326	200	0.04	200.6868396
1.128	564	200	3.663526365	200	0.04	200.6909823
1.13	565	200	3.685994846	200	0.04	200.6947501
1.132	566	200	3.701215883	200	0.04	200.6981666
1.134	567	200	3.710823951	200	0.04	200.7012541
1.136	568	200	3.716088718	200	0.04	200.7040336
1.138	569	200	3.717996479	200	1.04	200.7065247
1.14	570	200	3.709049092	200	1.04	200.708295
1.142	571	200	3.675232178	200	1.04	200.7084913
1.144	572	200	3.614072141	200	1.04	200.7067716
1.146	573	200	3.531984793	200	1.04	200.7032694
1.148	574	200	3.433951957	200	1.04	200.6981104
1.15	575	200	3.323841543	200	0.04	200.6914122
1.152	576	200	3.212920478	200	0.04	200.6837363
1.154	577	200	3.118128753	200	0.04	200.6760567
1.156	578	200	3.044210568	200	0.04	200.6688291
1.158	579	200	2.986511874	200	1.04	200.6620262
1.16	580	200	2.933152988	200	0.04	200.6551717
1.162	581	200	2.874980097	200	0.04	200.6478218
1.164	582	200	2.821484935	200	0.04	200.6404663
1.166	583	200	2.779965008	200	-0.96	200.6335605
1.168	584	200	2.756013844	200	-0.96	200.6275282
1.17	585	200	2.762166127	200	-0.96	200.6232144
1.172	586	200	2.799745813	200	-0.96	200.6209532
1.174	587	200	2.861443829	200	-0.96	200.6206037
1.176	588	200	2.941584228	200	0.04	200.6220337
1.178	589	200	3.027495357	200	0.04	200.6246678
1.18	590	200	3.101145773	200	0.04	200.6275191
1.182	591	200	3.156943171	200	0.04	200.6301198
1.184	592	200	3.19888252	200	0.04	200.6324857
1.186	593	200	3.230066948	200	0.04	200.6346315
1.188	594	200	3.25290685	200	0.04	200.6365712
1.19	595	200	3.269274538	200	0.04	200.6383178
1.192	596	200	3.28062437	200	1.04	200.6398837
1.194	597	200	3.279821741	200	1.04	200.6408293
1.196	598	200	3.253134627	200	1.04	200.640295
1.198	599	200	3.198308738	200	1.04	200.6379326
1.2	600	200	3.121930218	200	1.04	200.63387
1.202	601	200	3.029113198	200	1.04	200.6282274
1.204	602	200	2.92382836	200	0.04	200.6211173
1.206	603	200	2.817422465	200	1.04	200.6130963
1.208	604	200	2.718633216	200	0.04	200.6046833
1.21	605	200	2.625907764	200	0.04	200.59591
1.212	606	200	2.546303131	200	0.04	200.5872574
1.214	607	200	2.485225658	200	0.04	200.5791731
1.216	608	200	2.438535596	200	0.04	200.5716222
1.218	609	200	2.403017047	200	0.04	200.564572
1.22	610	200	2.376171728	200	0.04	200.5579919
1.222	611	200	2.35605878	200	-0.96	200.5518529
1.224	612	200	2.349434656	200	-0.96	200.546579
1.226	613	200	2.369737399	200	-0.96	200.5430149
1.228	614	200	2.418992714	200	-0.96	200.5414953
1.23	615	200	2.490436675	200	0.04	200.5418791
1.232	616	200	2.570552541	200	0.04	200.5435832
1.234	617	200	2.64065245	200	0.04	200.5456131
1.236	618	200	2.694634225	200	0.04	200.5474938
1.238	619	200	2.736096804	200	0.04	200.5492345
1.24	620	200	2.767835709	200	0.04	200.5508437
1.242	621	200	2.792022415	200	0.04	200.5523294
1.244	622	200	2.810343675	200	0.04	200.5536993
1.246	623	200	2.824109734	200	0.04	200.5549603
1.248	624	200	2.834338388	200	0.04	200.5561193
1.25	625	200	2.841820271	200	1.04	200.5571823
1.252	626	200	2.838905254	200	1.04	200.5577044
1.254	627	200	2.811460904	200	1.04	200.5568206
1.256	628	200	2.756921942	200	1.04	200.5541778
1.258	629	200	2.681632981	200	1.04	200.5498992
1.26	630	200	2.590520575	200	1.04	200.5441005
1.262	631	200	2.487409739	200	0.04	200.5368902
1.264	632	200	2.383534127	200	1.04	200.5288212
1.266	633	200	2.287543624	200	0.04	200.5204084
1.268	634	200	2.197817208	200	0.04	200.5116804
1.27	635	200	2.121358995	200	0.04	200.5031149
1.272	636	200	2.063534276	200	0.04	200.4951565
1.274	637	200	2.020171463	200	0.04	200.4877676
1.276	638	200	1.988029978	200	-0.96	200.4809128
1.278	639	200	1.972856731	200	-0.96	200.4750099
1.28	640	200	1.987305624	200	-0.96	200.4708982
1.282	641	200	2.032793295	200	-0.96	200.4689068
1.284	642	200	2.102082749	200	-0.96	200.4688897
1.286	643	200	2.189554116	200	0.04	200.47071
1.288	644	200	2.282579391	200	-0.96	200.4737882
1.29	645	200	2.371425448	200	0.04	200.4775843
1.292	646	200	2.456871733	200	-0.96	200.482046
1.294	647	200	2.539524609	200	0.04	200.4871245
1.296	648	200	2.619856028	200	0.04	200.492774
1.298	649	200	2.689969263	200	0.04	200.4985005
1.3	650	200	2.74380562	200	0.04	200.5038441
1.302	651	200	2.784998027	200	0.04	200.5088282
1.304	652	200	2.816368613	200	0.04	200.5134746
1.306	653	200	2.840109714	200	0.04	200.5178038
1.308	654	200	2.857924461	200	0.04	200.5218351
1.31	655	200	2.871135992	200	1.04	200.5255867
1.312	656	200	2.872507957	200	1.04	200.5286247
1.314	657	200	2.848229474	200	1.04	200.5300945
1.316	658	200	2.795985169	200	0.04	200.529653
1.318	659	200	2.730578216	200	0.04	200.5278836
1.32	660	200	2.671695728	200	0.04	200.5257811
1.322	661	200	2.626216068	200	0.04	200.5238207
1.324	662	200	2.591143228	200	0.04	200.5219934
1.326	663	200	2.56415004	200	-0.96	200.5202911
1.328	664	200	2.551693164	200	-0.96	200.5191568
1.33	665	200	2.566978035	200	-0.96	200.5194537
1.332	666	200	2.611849914	200	0.04	200.5215333
1.334	667	200	2.671140619	200	-0.96	200.5248197
1.336	668	200	2.733143978	200	-0.96	200.5287763
1.338	669	200	2.805371204	200	-0.96	200.5338052
1.34	670	200	2.893583508	200	-0.96	200.54028
1.342	671	200	2.9939189	200	-0.96	200.5480967
1.344	672	200	3.103379393	200	-0.96	200.5571576
1.346	673	200	3.21963816	200	-0.96	200.5673711
1.348	674	200	3.340889748	200	0.04	200.5786513
1.35	675	200	3.457469416	200	0.04	200.5904667
1.352	676	200	3.553681819	200	0.04	200.6018713
1.354	677	200	3.625749671	200	0.04	200.6124358
1.356	678	200	3.679078181	200	0.04	200.6222122
1.358	679	200	3.717866282	200	0.04	200.6312493
1.36	680	200	3.745375899	200	0.04	200.6395931
1.362	681	200	3.764141121	200	0.04	200.6472865
1.364	682	200	3.776130653	200	0.04	200.6543702
1.366	683	200	3.78287402	200	0.04	200.6608821
1.368	684	200	3.785559576	200	0.04	200.666858
1.37	685	200	3.785110654	200	1.04	200.6723316
1.372	686	200	3.773980382	200	0.04	200.6768834
1.374	687	200	3.746381012	200	0.04	200.6801237
1.376	688	200	3.714419388	200	0.04	200.6825922
1.378	689	200	3.687424788	200	0.04	200.684792
1.38	690	200	3.664305058	200	0.04	200.6867403
1.382	691	200	3.644211941	200	0.04	200.6884534
1.384	692	200	3.626486608	200	-0.96	200.6899466
1.386	693	200	3.618881666	200	-0.96	200.6916851
1.388	694	200	3.635609222	200	-0.96	200.6945529
1.39	695	200	3.679296511	200	-0.96	200.6989209
1.392	696	200	3.743647084	200	-0.96	200.7046826
1.394	697	200	3.823771834	200	-0.96	200.7117382
1.396	698	200	3.915874849	200	-1.96	200.7199938
1.398	699	200	4.025273713	200	-0.96	200.7298124
1.4	700	200	4.156026584	200	-0.96	200.7415311
1.402	701	200	4.294685184	200	-0.96	200.7545603
1.404	702	200	4.430880316	200	-0.96	200.7683507
1.406	703	200	4.564898434	200	0.04	200.7828416
1.408	704	200	4.688699718	200	0.04	200.7975251
1.41	705	200	4.787851012	200	0.04	200.8114773
1.412	706	200	4.859555444	200	0.04	200.8242898
1.414	707	200	4.909979764	200	0.04	200.8360342
1.416	708	200	4.943914415	200	0.04	200.8467777
1.418	709	200	4.965080758	200	1.04	200.8565834
1.42	710	200	4.968105394	200	0.04	200.8650597
1.422	711	200	4.948888903	200	0.04	200.8718427
1.424	712	200	4.920849615	200	0.04	200.877497
1.426	713	200	4.894335558	200	0.04	200.8825485
1.428	714	200	4.869045938	200	0.04	200.887036
1.43	715	200	4.844747215	200	0.04	200.8909961
1.432	716	200	4.821258056	200	0.04	200.8944631
1.434	717	200	4.798437647	200	0.04	200.8974692
1.436	718	200	4.77617662	200	0.04	200.9000447
1.438	719	200	4.754390005	200	0.04	200.9022179
1.44	720	200	4.733011756	200	-0.96	200.9040156
1.442	721	200	4.72025482	200	-0.96	200.9059138
1.444	722	200	4.730688766	200	-0.96	200.9088064
1.446	723	200	4.767218367	200	-0.96	200.9130739
1.448	724	200	4.823762634	200	0.04	200.9186187
1.45	725	200	4.887335376	201	0.04	200.9248982
1.452	726	200	-13.38581093	201	-0.96	200.9309559
1.454	727	200	-10.36706661	201	-0.96	200.9368039
1.456	728	200	-8.002900576	201	0.04	200.9433552
1.458	729	200	-6.147340596	201	0.04	200.9505574
1.46	730	200	-4.703533175	201	-0.96	200.9574595
1.462	731	200	-3.579571718	201	0.04	200.9640782
1.464	732	200	-2.695804847	201	1.04	200.9708805
1.466	733	200	-2.01523133	201	1.04	200.9769479
1.468	734	200	-1.517226916	201	2.04	200.980975
1.47	735	200	-1.177286044	201	2.04	200.9821988
1.472	736	200	-0.9762277721	201	1.04	200.9799111
1.474	737	200	-0.8824791559	201	1.04	200.9743567
1.476	738	200	-0.8549906744	201	1.04	200.9666671
1.478	739	200	-0.8702929682	201	0.04	200.9574457
1.48	740	200	-0.910232929	201	0.04	200.9472553
1.482	741	200	-0.9525221593	201	0.04	200.9370708
1.484	742	200	-0.9882624838	201	0.04	200.9273488
1.486	743	200	-1.018881726	201	-0.96	200.9180631
1.488	744	200	-1.037225323	200	-0.96	200.9096399
1.49	745	200	17.29592544	200	-0.96	200.9029264
1.492	746	200	14.35670839	200	-1.96	200.898259
1.494	747	200	12.11173567	200	-2.96	200.8959497
1.496	748	200	10.43046061	200	-1.96	200.8971897
1.498	749	200	9.20299914	200	-3.96	200.9026341
1.5	750	200	8.335591595	200	1.04	200.9124397
1.502	751	200	7.730548766	200	-4.96	200.9253968
1.504	752	200	7.312144447	200	-1.96	200.9403776
1.506	753	200	7.071297103	200	-2.96	200.9590372
1.508	754	200	6.975867325	200	-2.96	200.9815609
1.51	755	200	6.984293519	200	-0.96	201.0072172
1.512	756	200	7.064372551	200	-0.96	201.0353232
1.514	757	200	7.166377157	201	-0.96	201.0638892
1.516	758	200	-11.05696025	201	2.04	201.0919648
1.518	759	200	-8.004554896	201	1.04	201.1182151
1.52	760	200	-5.677088576	201	2.04	201.1404964
1.522	761	200	-3.928857971	201	3.04	201.1581692
1.524	762	200	-2.646543702	201	1.04	201.1706405
1.526	763	200	-1.733716582	201	2.04	201.1778129
1.528	764	200	-1.090612772	201	4.04	201.1809514
1.53	765	200	-0.6729508134	201	4.04	201.1794319
1.532	766	200	-0.4709837032	201	6.04	201.1713234
1.534	767	200	-0.4685103718	201	5.04	201.1552834
1.536	768	200	-0.6443926397	201	4.04	201.130518
1.538	769	200	-0.9489402685	201	5.04	201.0980973
1.54	770	200	-1.335375786	201	2.04	201.0594725
1.542	771	200	-1.767522408	201	1.04	201.0159981
1.544	772	200	-2.184379597	201	-0.96	200.9707413
1.546	773	200	-2.53075353	201	-0.96	200.9270088
1.548	774	200	-2.780825487	201	-1.96	200.8869755
1.55	775	200	-2.931442966	201	-0.96	200.8517612
1.552	776	200	-2.996909271	201	-1.96	200.8215036
1.554	777	200	-2.996672741	201	-1.96	200.795877
1.556	778	200	-2.937574868	201	-2.96	200.7750264
1.558	779	200	-2.816738667	201	-2.96	200.759535
1.56	780	200	-2.632076117	201	-3.96	200.7499424
1.562	781	200	-2.38211103	201	-2.96	200.7467475
1.564	782	200	-2.074105749	201	-3.96	200.74996
1.566	783	200	-1.722035173	201	-1.96	200.7591339
1.568	784	200	-1.345013462	201	-1.96	200.7734
1.57	785	200	-0.9743366952	201	0.04	200.7910444
1.572	786	200	-0.6423509881	201	1.04	200.8100187
1.574	787	200	-0.3821450103	201	2.04	200.8279649
1.576	788	200	-0.2190472979	201	2.04	200.8426891
1.578	789	200	-0.1558320117	201	3.04	200.853053
1.58	790	200	-0.1861686547	201	2.04	200.8584507
1.582	791	200	-0.2967300335	201	2.04	200.8587722
1.584	792	200	-0.4605649478	201	2.04	200.85482
1.586	793	200	-0.6568170568	201	3.04	200.8473435
1.588	794	200	-0.8858925893	201	4.04	200.8361402
1.59	795	200	-1.164565098	201	4.04	200.820122
1.592	796	200	-1.505645242	201	3.04	200.7982789
1.594	797	200	-1.894073923	201	2.04	200.771027
1.596	798	200	-2.293367787	201	1.04	200.74011
1.598	799	200	-2.667153202	201	0.04	200.7076034
1.6	800	200	-2.987479129	201	-0.96	200.6754403
1.602	801	200	-3.232935296	201	-1.96	200.6454193
1.604	802	200	-3.387190441	201	-1.96	200.6192133
1.606	803	200	-3.446121122	201	0.04	200.5979261
1.608	804	200	-3.43980354	201	-0.96	200.5807782
1.61	805	200	-3.408052259	201	-1.96	200.5661398
1.612	806	200	-3.34851237	201	-2.96	200.5542963
1.614	807	200	-3.234635448	201	-3.96	200.5468649
1.616	808	200	-3.046095377	201	-2.96	200.5453479
1.618	809	200	-2.783926104	200	-4.96	200.5502382
1.62	810	200	15.86813304	200	-3.96	200.5615401
1.622	811	200	13.28499559	200	-2.96	200.5797045
1.624	812	200	11.40746117	200	-0.96	200.6037943
1.626	813	200	10.03550152	200	0.04	200.6311301
1.628	814	200	9.005860659	200	3.04	200.6587652
1.63	815	200	8.183917119	200	1.04	200.6835059
1.632	816	200	7.48215544	200	0.04	200.7032834
1.634	817	200	6.890820021	200	-0.96	200.7193319
1.636	818	200	6.426977152	200	0.04	200.7341553
1.638	819	200	6.07871939	200	-0.96	200.7487318
1.64	820	200	5.820122169	200	1.04	200.7630699
1.642	821	200	5.622786172	200	0.04	200.7767269
1.644	822	200	5.456463741	200	3.04	200.78884
1.646	823	200	5.289545065	200	4.04	200.7981563
1.648	824	200	5.0729068	201	4.04	200.8021582
1.65	825	200	-13.54837175	201	2.04	200.7989568
1.652	826	200	-10.92108501	201	1.04	200.7895039
1.654	827	200	-8.956148685	201	0.04	200.7764929
1.656	828	200	-7.463674258	201	-0.96	200.7624329
1.658	829	200	-6.304807358	201	-1.96	200.7492086
1.66	830	200	-5.371993494	201	-0.96	200.7385736
1.662	831	200	-4.598516915	201	2.04	200.7312566
1.664	832	200	-3.982290484	201	3.04	200.7252282
1.666	833	200	-3.554453168	201	2.04	200.7167947
1.668	834	200	-3.305542845	201	3.04	200.7043237
1.67	835	200	-3.194859767	201	1.04	200.6881021
1.672	836	200	-3.182531086	201	0.04	200.6688501
1.674	837	200	-3.212871694	201	-0.96	200.6485928
1.676	838	200	-3.234664749	201	-1.96	200.6296662
1.678	839	200	-3.216765234	201	-1.96	200.6137931
1.68	840	200	-3.143542829	201	-0.96	200.6021239
1.682	841	200	-3.027871127	201	-0.96	200.5943741
1.684	842	200	-2.896276301	200	0.04	200.5893746
1.686	843	200	15.55625956	200	0.04	200.5860358
1.688	844	200	12.68787114	200	-0.96	200.5833423
1.69	845	200	10.46793767	200	0.04	200.5812511
1.692	846	200	8.759870558	200	-1.96	200.5801725
1.694	847	200	7.457503758	200	-1.96	200.5804877
1.696	848	200	6.494830308	200	0.04	200.5834528
1.698	849	200	5.79556707	200	-3.96	200.5888825
1.7	850	200	5.300464884	200	-1.96	200.5966027
1.702	851	200	4.996562762	200	-1.96	200.608254
1.704	852	200	4.840443153	200	-0.96	200.6235573
1.706	853	200	4.773593451	200	-1.96	200.6408976
1.708	854	200	4.767319708	200	0.04	200.6596726
1.71	855	200	4.79941167	200	-1.96	200.679321
1.712	856	200	4.852694883	200	0.04	200.6993199
1.714	857	200	4.922170357	200	0.04	200.7196332
1.716	858	200	4.987428977	200	-0.96	200.7393254
1.718	859	200	5.041032859	200	0.04	200.7579772
1.72	860	200	5.093808948	200	1.04	200.7761006
1.722	861	200	5.129301264	200	-0.96	200.7928198
1.724	862	200	5.143141605	200	3.04	200.8077714
1.726	863	200	5.132011732	200	1.04	200.8206183
1.728	864	200	5.068615553	200	2.04	200.8296948
1.73	865	200	4.956839769	200	2.04	200.8348059
1.732	866	200	4.808039793	200	1.04	200.8362236
1.734	867	200	4.631033443	201	1.04	200.8342027
1.736	868	200	-13.87627588	201	2.04	200.8298847
1.738	869	200	-11.08628363	201	-0.96	200.8234314
1.74	870	200	-8.954506323	201	0.04	200.8154453
1.742	871	200	-7.300606435	201	1.04	200.8078412
1.744	872	200	-6.017865246	201	-0.96	200.8005971
1.746	873	200	-5.031656021	201	0.04	200.7932413
1.748	874	200	-4.25914765	201	0.04	200.7866878
1.75	875	200	-3.652680032	201	0.04	200.7808848
1.752	876	200	-3.183498599	201	0.04	200.7753327
1.754	877	200	-2.820930706	201	0.04	200.7700174
1.756	878	200	-2.541152414	201	-0.96	200.7649256
1.758	879	200	-2.317395045	201	0.04	200.7604956
1.76	880	200	-2.128940849	201	-0.96	200.7571353
1.762	881	200	-1.968035945	201	0.04	200.7547723
1.764	882	200	-1.828657259	200	0.04	200.7533391
1.766	883	200	16.61108147	200	-0.96	200.7523209
1.768	884	200	13.73060657	200	-0.96	200.7516897
1.77	885	200	11.51568667	200	0.04	200.752321
1.772	886	200	9.817522626	200	-1.96	200.7541268
1.774	887	200	8.520538694	200	0.04	200.7570249
1.776	888	200	7.543229121	200	-0.96	200.7613886
1.778	889	200	6.805684534	200	1.04	200.7666631
1.78	890	200	6.237648041	200	-2.96	200.7718802
1.782	891	200	5.809490964	200	-1.96	200.7774918
1.784	892	200	5.531183708	200	-1.96	200.7857222
1.786	893	200	5.385309046	200	-2.96	200.7972871
1.788	894	200	5.341664812	200	-0.96	200.8119488
1.79	895	200	5.376795669	200	-1.96	200.8294843
1.792	896	200	5.455958275	200	-0.96	200.8487823
1.794	897	200	5.560582428	200	1.04	200.8692586
1.796	898	200	5.659792652	200	0.04	200.8894669
1.798	899	200	5.721567411	200	1.04	200.90761
1.8	900	200	5.74612508	201	0.04	200.9233696
1.802	901	200	-12.58349789	201	0.04	200.9369017
1.804	902	200	-9.626301204	201	1.04	200.9488039
1.806	903	200	-7.343997088	201	2.04	200.9591823
1.808	904	200	-5.610570123	201	1.04	200.9667836
1.81	905	200	-4.319654411	201	1.04	200.9708938
1.812	906	200	-3.363692864	201	3.04	200.9722037
1.814	907	200	-2.675747281	201	2.04	200.9704554
1.816	908	200	-2.220281377	201	4.04	200.9645092
1.818	909	200	-1.961209442	201	1.04	200.9537575
1.82	910	200	-1.85382984	201	3.04	200.9385394
1.822	911	200	-1.846897417	201	1.04	200.9200754
1.824	912	200	-1.909025427	201	1.04	200.8990522
1.826	913	200	-2.007648703	201	0.04	200.8765611
1.828	914	200	-2.109360436	201	-0.96	200.8540701
1.83	915	200	-2.188437681	201	-1.96	200.8329451
1.832	916	200	-2.21686042	201	-0.96	200.8149077
1.834	917	200	-2.189690154	201	-1.96	200.8006564
1.836	918	200	-2.119767152	201	-1.96	200.7899373
1.838	919	200	-2.008799354	201	-1.96	200.7829629
1.84	920	200	-1.8581859	201	-1.96	200.7799287
1.842	921	200	-1.677349845	201	-0.96	200.7805637
1.844	922	200	-1.481872206	201	-2.96	200.7841621
1.846	923	200	-1.27551435	200	-2.96	200.7905167
1.848	924	200	17.28906939	200	-1.96	200.8007857
1.85	925	200	14.58599401	200	-1.96	200.815143
1.852	926	200	12.55551089	200	-1.96	200.832395
1.854	927	200	11.03855897	200	-1.96	200.8518802
1.856	928	200	9.919932927	200	0.04	200.8734327
1.858	929	200	9.093624357	200	0.04	200.8959948
1.86	930	200	8.460916306	200	0.04	200.9176796
1.862	931	200	7.961959682	200	-0.96	200.9376333
1.864	932	200	7.575210315	200	0.04	200.9564155
1.866	933	200	7.283861192	200	0.04	200.9745473
1.868	934	200	7.058256429	200	0.04	200.9916125
1.87	935	200	6.875436761	200	1.04	201.0072242
1.872	936	200	6.71764397	201	1.04	201.0210232
1.874	937	200	-11.76257692	201	2.04	201.0322251
1.876	938	200	-8.95602554	201	3.04	201.0401016
1.878	939	200	-6.84889291	201	2.04	201.0435258
1.88	940	200	-5.300899708	201	2.04	201.0419023
1.882	941	200	-4.178148923	201	0.04	201.0360328
1.884	942	200	-3.360187816	201	0.04	201.027568
1.886	943	200	-2.745418201	201	1.04	201.0184967
1.888	944	200	-2.280017029	201	2.04	201.0093172
1.89	945	200	-1.955310907	201	2.04	200.9986896
1.892	946	200	-1.764342348	201	3.04	200.9853676
1.894	947	200	-1.693223447	201	2.04	200.9686438
1.896	948	200	-1.722758293	201	2.04	200.9483127
1.898	949	200	-1.821438529	201	0.04	200.9250871
1.9	950	200	-1.948340669	201	-1.96	200.900534
1.902	951	200	-2.047111492	201	-1.96	200.8774657
1.904	952	200	-2.074426692	201	-1.96	200.8584985
1.906	953	200	-2.030137017	201	-0.96	200.8442613
1.908	954	200	-1.939066386	201	-0.96	200.8339838
1.91	955	200	-1.828684861	201	-0.96	200.8264958
1.912	956	200	-1.71191545	201	0.04	200.8211573
1.914	957	200	-1.598720769	201	-0.96	200.8173716
1.916	958	200	-1.496764233	201	-0.96	200.8145825
1.918	959	200	-1.395395031	201	-2.96	200.8131733
1.92	960	200	-1.269885226	201	-2.96	200.8144024
1.922	961	200	-1.092984438	201	-2.96	200.8198902
1.924	962	200	-0.8603487	201	-1.96	200.8302403
1.926	963	200	-0.5935410648	201	-0.96	200.8446589
1.928	964	200	-0.3257603992	201	0.04	200.861503
1.93	965	200	-0.09083148321	201	2.04	200.8787909
1.932	966	200	0.07700772486	201	2.04	200.8942268
1.934	967	200	0.1515351907	201	2.04	200.9056754
1.936	968	200	0.1375462055	201	2.04	200.9125044
1.938	969	200	0.05544020949	201	0.04	200.9150298
1.94	970	200	-0.06241187627	201	0.04	200.9144504
1.942	971	200	-0.1744885462	201	0.04	200.9127857
1.944	972	200	-0.2653652869	201	0.04	200.9110136
1.946	973	200	-0.3397387921	201	1.04	200.9091429
1.948	974	200	-0.409521713	201	1.04	200.9067306
1.95	975	200	-0.4921576594	201	1.04	200.9029135
1.952	976	200	-0.5927841503	201	1.04	200.8973405
1.954	977	200	-0.7070548515	201	0.04	200.8901365
1.956	978	200	-0.823331366	201	-0.96	200.8818696
1.958	979	200	-0.9161209997	201	-0.96	200.8739713
1.96	980	200	-0.9658461391	201	-2.96	200.8677736
1.962	981	200	-0.9575225376	201	-2.96	200.8645153
1.964	982	200	-0.8714683171	201	-1.96	200.8657986
1.966	983	200	-0.7174827701	201	-1.96	200.871759
1.968	984	200	-0.5280407936	201	-0.96	200.8811673
1.97	985	200	-0.3282148872	201	-0.96	200.8928772
1.972	986	200	-0.1373283942	201	-1.96	200.9058205
1.974	987	200	0.04628894163	201	-0.96	200.9199044
1.976	988	200	0.2322010008	201	-1.96	200.9354926
1.978	989	200	0.4195004096	201	-1.96	200.9524721
1.98	990	200	0.6157493955	201	-1.96	200.9711875
1.982	991	200	0.8267506354	201	-1.96	200.9919588
1.984	992	200	1.048676223	201	0.04	201.0146317
1.986	993	200	1.262027914	201	1.04	201.0381594
1.988	994	200	1.427019414	201	1.04	201.0602143
1.99	995	200	1.521384379	201	1.04	201.0790818
1.992	996	200	1.55291766	201	1.04	201.0945209
1.994	997	200	1.53601167	201	1.04	201.1067605
1.996	998	200	1.481844604	201	1.04	201.1160152
1.998	999	200	1.399097896	201	0.04	201.1224866
