#SLFR RTP Motor_Comp_w_accel_fb
#Gth num=[ 18.32547182 -17.20911971]
#Gth den=[ 1.         -0.77672958]
#Ga num=[]
#Ga den=[]
#t	n	u	v	$\theta$	a	$\hat{\theta}_d$
1.42	710	100	25.03999584	96	8	100
1.422	711	100	6.705594127	96	4	100
1.424	712	100	9.673841755	96	2	100
1.426	713	100	11.97936748	96	1	100
1.428	714	100	13.7701375	96	2	100
1.43	715	100	15.16108154	96	3	100
1.432	716	100	16.24146891	96	6	100
1.434	717	100	17.08063774	96	6	100
1.436	718	100	17.73244499	96	5	100
1.438	719	100	18.23872295	96	2	100
1.44	720	100	18.63196403	97	1	100
1.442	721	100	0.6119341729	97	-3	100
1.444	722	100	3.824363722	97	-3	100
1.446	723	100	6.319552766	97	-2	100
1.448	724	100	8.257639895	97	-1	100
1.45	725	100	9.763009491	98	2	100
1.452	726	100	-7.393197245	98	1	100
1.454	727	100	-3.509810732	98	0	100
1.456	728	100	-0.4934695697	98	-1	100
1.458	729	100	1.849411824	98	-15	100
1.46	730	100	3.669197097	98	-7	100
1.462	731	100	5.082678142	99	-3	100
1.464	732	100	-12.14490115	99	-5	100
1.466	733	100	-8.31695181	99	-1	100
1.468	734	100	-5.343670341	99	1	100
1.47	735	100	-3.034234684	99	0	100
1.472	736	100	-1.240427705	99	-3	100
1.474	737	100	0.1528752312	99	-7	100
1.476	738	100	1.235094831	99	-14	100
1.478	739	100	2.075686802	100	-9	100
1.48	740	100	-15.59687238	100	-12	100
1.482	741	100	-12.11455208	100	-7	100
1.484	742	100	-9.409730906	100	-4	100
1.486	743	100	-7.308816302	100	-8	100
1.488	744	100	-5.676973792	100	-9	100
1.49	745	100	-4.40947345	100	-9	100
1.492	746	100	-3.424968445	101	-16	100
1.494	747	100	-20.98574611	101	-17	100
1.496	748	100	-17.41660181	101	-20	100
1.498	749	100	-14.64434187	101	-19	100
1.5	750	100	-12.49104558	101	-15	100
1.502	751	100	-10.81851666	101	-15	100
1.504	752	100	-9.51941398	101	-15	100
1.506	753	100	-8.510362507	101	-13	100
1.508	754	100	-7.726602384	102	-14	100
1.51	755	100	-25.44330454	102	-16	100
1.512	756	100	-21.9952714	102	-17	100
1.514	757	100	-19.31708207	102	-20	100
1.516	758	100	-17.23685321	102	-19	100
1.518	759	100	-15.62107793	102	-17	100
1.52	760	100	-14.36605748	102	-16	100
1.522	761	100	-13.39124598	102	-13	100
1.524	762	100	-12.63408105	102	-13	100
1.526	763	100	-12.04596866	103	-13	100
1.528	764	100	-29.9146362	103	-12	100
1.53	765	100	-26.58463906	103	-16	100
1.532	766	100	-23.99813179	103	-16	100
1.534	767	100	-21.9891151	103	-17	100
1.536	768	100	-20.42865241	103	-20	100
1.538	769	100	-19.21659489	103	-18	100
1.54	770	100	-18.27515396	103	-17	100
1.542	771	100	-17.54390895	103	-16	100
1.544	772	100	-16.97592932	103	-15	100
1.546	773	100	-16.53476275	103	-16	100
1.548	774	100	-16.19209562	104	-17	100
1.55	775	100	-34.25140775	104	-18	100
1.552	776	100	-31.06948991	104	-21	100
1.554	777	100	-28.59800021	104	-22	100
1.556	778	100	-26.67832106	104	-22	100
1.558	779	100	-25.18724949	104	-23	100
1.56	780	100	-24.0290901	104	-19	100
1.562	781	100	-23.12951345	104	-17	100
1.564	782	100	-22.43078566	104	-15	100
1.566	783	100	-21.88806311	104	-13	100
1.568	784	100	-21.46651446	104	-14	100
1.57	785	100	-21.13908516	104	-17	100
1.572	786	100	-20.88476113	104	-17	100
1.574	787	100	-20.68722014	104	-19	100
1.576	788	100	-20.53378421	104	-19	100
1.578	789	100	-20.41460598	104	-16	100
1.58	790	100	-20.32203673	104	-13	100
1.582	791	100	-20.25013545	104	-10	100
1.584	792	100	-20.1942876	104	-7	100
1.586	793	100	-20.15090893	104	-9	100
1.588	794	100	-20.11721543	104	-11	100
1.59	795	100	-20.09104469	104	-14	100
1.592	796	100	-20.0707171	104	-17	100
1.594	797	100	-20.05492807	104	-17	100
1.596	798	100	-20.04266425	104	-16	100
1.598	799	100	-20.03313859	104	-13	100
1.6	800	100	-20.02573972	104	-10	100
1.602	801	100	-20.0199928	104	-9	100
1.604	802	100	-20.015529	104	-8	100
1.606	803	100	-20.01206183	104	-10	100
1.608	804	100	-20.00936878	104	-13	100
1.61	805	100	-20.00727701	104	-15	100
1.612	806	100	-20.00565227	104	-15	100
1.614	807	100	-20.00439029	104	-13	100
1.616	808	100	-20.00341006	104	-10	100
1.618	809	100	-20.0026487	104	-6	100
1.62	810	100	-20.00205732	104	-3	100
1.622	811	100	-20.00159798	104	-3	100
1.624	812	100	-20.0012412	104	-4	100
1.626	813	100	-20.00096408	104	-5	100
1.628	814	100	-20.00074883	104	-7	100
1.63	815	100	-20.00058164	104	-6	100
1.632	816	100	-20.00045177	104	-5	100
1.634	817	100	-20.00035091	104	-2	100
1.636	818	100	-20.00027256	104	2	100
1.638	819	100	-20.0002117	103	4	100
1.64	820	100	-1.674692613	103	3	100
1.642	821	100	-4.649839635	103	5	100
1.644	822	100	-6.960724322	103	1	100
1.646	823	100	-8.755656807	103	-1	100
1.648	824	100	-10.14983396	103	0	100
1.65	825	100	-11.23273258	103	-1	100
1.652	826	100	-12.07385197	103	1	100
1.654	827	100	-12.72717428	103	1	100
1.656	828	100	-13.23462904	102	3	100
1.658	829	100	4.696687661	102	3	100
1.66	830	100	1.415351984	102	2	100
1.662	831	100	-1.133358487	102	1	100
1.664	832	100	-3.113017292	101	0	100
1.666	833	100	13.67479499	101	1	100
1.668	834	100	9.505265604	101	6	100
1.67	835	100	6.266668811	101	17	100
1.672	836	100	3.751154895	101	2	100
1.674	837	100	1.797280836	101	5	100
1.676	838	100	0.2796490658	101	3	100
1.678	839	100	-0.8991404166	101	1	100
1.68	840	100	-1.814741072	101	8	100
1.682	841	100	-2.525915182	101	2	100
1.684	842	100	-3.078305147	101	2	100
1.686	843	100	-3.50736277	101	14	100
1.688	844	100	-3.840624516	100	15	100
1.69	845	100	14.22599305	100	13	100
1.692	846	100	11.04974956	100	15	100
1.694	847	100	8.582667298	100	7	100
1.696	848	100	6.666411536	100	15	100
1.698	849	100	5.17799901	100	17	100
1.7	850	100	4.021904978	100	14	100
1.702	851	100	3.123932551	100	15	100
1.704	852	100	2.426450808	100	17	100
1.706	853	100	1.884696108	99	18	100
1.708	854	100	19.78937103	99	21	100
1.71	855	100	16.4873419	99	15	100
1.712	856	100	13.92255821	99	14	100
1.714	857	100	11.93041486	99	16	100
1.716	858	100	10.3830582	99	17	100
1.718	859	100	9.181180517	99	17	100
1.72	860	100	8.247646573	99	17	100
1.722	861	100	7.522543147	99	13	100
1.724	862	100	6.959333871	99	16	100
1.726	863	100	6.521872568	99	17	100
1.728	864	100	6.182083435	98	16	100
1.73	865	100	24.24363099	98	14	100
1.732	866	100	21.06344947	98	14	100
1.734	867	100	18.59330842	98	17	100
1.736	868	100	16.67467681	98	19	100
1.738	869	100	15.18441889	98	19	100
1.74	870	100	14.02689149	98	16	100
1.742	871	100	13.12780572	98	18	100
1.744	872	100	12.42945922	98	18	100
1.746	873	100	11.88703283	98	20	100
1.748	874	100	11.46571421	98	17	100
1.75	875	100	11.13846358	97	20	100
1.752	876	100	29.20975016	97	21	100
1.754	877	100	26.03713322	97	23	100
1.756	878	100	23.57286781	97	23	100
1.758	879	100	21.65879999	97	21	100
1.76	880	100	20.1720869	97	20	100
1.762	881	100	19.01731286	97	20	100
1.764	882	100	18.12036572	97	22	100
1.766	883	100	17.42368034	97	19	100
1.768	884	100	16.88254421	97	18	100
1.77	885	100	16.46222777	97	18	100
1.772	886	100	16.13575555	97	20	100
1.774	887	100	15.88217493	97	17	100
1.776	888	100	15.68521136	97	17	100
1.778	889	100	15.53222393	97	16	100
1.78	890	100	15.41339407	97	16	100
1.782	891	100	15.3210954	97	18	100
1.784	892	100	15.24940429	97	17	100
1.786	893	100	15.19371969	97	16	100
1.788	894	100	15.15046781	97	16	100
1.79	895	100	15.1168728	97	16	100
1.792	896	100	15.09077856	97	17	100
1.794	897	100	15.07051039	97	17	100
1.796	898	100	15.05476751	97	15	100
1.798	899	100	15.04253954	97	17	100
1.8	900	100	15.03304172	97	18	100
1.802	901	100	15.02566448	97	19	100
1.804	902	100	15.01993436	97	17	100
1.806	903	100	15.01548361	97	17	100
1.808	904	100	15.01202658	97	15	100
1.81	905	100	15.0093414	97	16	100
1.812	906	100	15.00725574	97	14	100
1.814	907	100	15.00563575	97	16	100
1.816	908	100	15.00437745	97	15	100
1.818	909	100	15.0034001	97	15	100
1.82	910	100	15.00264096	97	16	100
1.822	911	100	15.00205131	97	15	100
1.824	912	100	15.00159331	97	11	100
1.826	913	100	15.00123757	97	9	100
1.828	914	100	15.00096126	97	8	100
1.83	915	100	15.00074664	97	8	100
1.832	916	100	15.00057994	97	8	100
1.834	917	100	15.00045045	97	7	100
1.836	918	100	15.00034988	97	9	100
1.838	919	100	15.00027176	97	9	100
1.84	920	100	15.00021109	97	7	100
1.842	921	100	15.00016396	97	6	100
1.844	922	100	15.00012735	97	3	100
1.846	923	100	15.00009892	97	3	100
1.848	924	100	15.00007683	97	4	100
1.85	925	100	15.00005968	97	5	100
1.852	926	100	15.00004635	97	4	100
1.854	927	100	15.000036	97	5	100
1.856	928	100	15.00002797	97	6	100
1.858	929	100	15.00002172	97	6	100
1.86	930	100	15.00001687	97	4	100
1.862	931	100	15.0000131	97	1	100
1.864	932	100	15.00001018	97	2	100
1.866	933	100	15.00000791	97	1	100
1.868	934	100	15.00000614	98	2	100
1.87	935	100	-3.325467055	98	3	100
1.872	936	100	-0.3502843832	98	3	100
1.874	937	100	1.960627993	98	1	100
1.876	938	100	3.755581985	98	0	100
1.878	939	100	5.149775839	99	-1	100
1.88	940	100	-12.09278438	99	-5	100
1.882	941	100	-8.276471177	99	-4	100
1.884	942	100	-5.312227836	99	-6	100
1.886	943	100	-3.00981236	99	-10	100
1.888	944	100	-1.221458163	99	-4	100
1.89	945	100	0.167609435	99	1	100
1.892	946	100	1.246539323	99	0	100
1.894	947	100	2.084576077	99	3	100
1.896	948	100	2.735504011	99	0	100
1.898	949	100	3.241098989	100	-4	100
1.9	950	100	-14.69166226	100	0	100
1.902	951	100	-11.41144861	100	-6	100
1.904	952	100	-8.863609646	100	-6	100
1.906	953	100	-6.884627767	100	-6	100
1.908	954	100	-5.347494011	100	-13	100
1.91	955	100	-4.153556759	100	-4	100
1.912	956	100	-3.226190382	100	-4	100
1.914	957	100	-2.50587749	100	-7	100
1.916	958	100	-1.946389162	100	-4	100
1.918	959	100	-1.511818029	100	-8	100
1.92	960	100	-1.174273778	100	-10	100
1.922	961	100	-0.9120931743	101	-7	100
1.924	962	100	-19.03392157	101	-17	100
1.926	963	100	-15.90056196	101	-15	100
1.928	964	100	-13.46678887	101	-14	100
1.93	965	100	-11.57640534	101	-15	100
1.932	966	100	-10.10808853	101	-11	100
1.934	967	100	-8.967603444	101	-10	100
1.936	968	100	-8.081754943	101	-12	100
1.938	969	100	-7.393690212	101	-9	100
1.94	970	100	-6.859249985	101	-12	100
1.942	971	100	-6.444134454	101	-15	100
1.944	972	100	-6.121701943	102	-13	100
1.946	973	100	-24.1967309	102	-16	100
1.948	974	100	-21.02702078	102	-12	100
1.95	975	100	-18.56501318	102	-8	100
1.952	976	100	-16.65269906	102	-8	100
1.954	977	100	-15.16734813	102	-7	100
1.956	978	100	-14.01363212	102	-8	100
1.958	979	100	-13.11750678	102	-10	100
1.96	980	100	-12.42145972	102	-10	100
1.962	981	100	-11.88081938	102	-14	100
1.964	982	100	-11.46088804	102	-13	100
1.966	983	100	-11.13471495	102	-12	100
1.968	984	100	-10.88136666	102	-10	100
1.97	985	100	-10.68458356	102	-8	100
1.972	986	100	-10.5317363	102	-9	100
1.974	987	100	-10.41301531	103	-12	100
1.976	988	100	-28.64627303	103	-14	100
1.978	989	100	-25.59946387	103	-17	100
1.98	990	100	-23.23291709	103	-17	100
1.982	991	100	-21.3947502	103	-17	100
1.984	992	100	-19.96699162	103	-18	100
1.986	993	100	-18.8580093	103	-16	100
1.988	994	100	-17.99662993	103	-12	100
1.99	995	100	-17.32757109	103	-11	100
1.992	996	100	-16.80789331	103	-11	100
1.994	997	100	-16.40424421	103	-12	100
1.996	998	100	-16.09071801	103	-15	100
1.998	999	100	-15.84719294	103	-13	100
